X,0.175111111111111 -1.2891111111111107 0.6187777777777778,0.378888888888889 -2.4098888888888896 2.045222222222224,0.05044444444444454 0.3818888888888874 -3.7025555555555525,-0.30088888888888954 4.422222222222231 -15.120888888888915,-1.1975555555555488 17.423888888888783 -61.74755555555513,1.466666666666677 -29.200000000000184 140.7333333333342,0.15555555555555697 -2.3222222222222593 3.722222222222385,-0.7777777777777705 19.61111111111093 -124.61111111111002,1.2444444444444582 -33.97777777777815 229.27777777778027
2.929,-1.6547432648888885,-1.7628390211111111,-2.1512380428888895,-4.7495381142222275,-20.98686321088872,67.78912680000042,-1.7450491777777115,-73.8427541111105,140.43300657777928
2.93,-1.6550063999999995,-1.7630289999999995,-2.1505606000000004,-4.746878800000005,-20.976455799999833,67.76852000000042,-1.7464599999999342,-73.82769999999937,140.40632000000153
2.931,-1.6552691848888887,-1.76321822111111,-2.1498830562222224,-4.744220087555561,-20.96605078422205,67.74791613333375,-1.7478705111110449,-73.81264744444383,140.37963591111264
2.932,-1.6555316195555552,-1.7634066844444436,-2.149205411555556,-4.741561976888894,-20.955648163555388,67.72731520000042,-1.7492807111110444,-73.79759644444383,140.35295431111263
2.933,-1.6557937039999997,-1.7635943899999997,-2.1485276660000006,-4.738904468000005,-20.94524793799983,67.70671720000043,-1.750690599999933,-73.78254699999938,140.32627520000153
2.934,-1.656055438222222,-1.7637813377777776,-2.1478498195555558,-4.736247560888893,-20.934850107555384,67.68612213333374,-1.752100177777712,-73.76749911111048,140.2995985777793
2.935,-1.6563168222222213,-1.763967527777777,-2.1471718722222226,-4.733591255555561,-20.924454672222048,67.66553000000042,-1.7535094444443784,-73.75245277777717,140.27292444444598
2.936,-1.6565778559999997,-1.7641529599999997,-2.146493824,-4.730935552000005,-20.91406163199983,67.64494080000041,-1.7549183999999336,-73.73740799999938,140.2462528000015
2.937,-1.656838539555555,-1.7643376344444435,-2.1458156748888895,-4.728280450222227,-20.90367098688872,67.62435453333376,-1.7563270444443777,-73.72236477777716,140.21958364444595
2.938,-1.6570988728888882,-1.7645215511111103,-2.1451374248888895,-4.725625950222227,-20.893282736888715,67.60377120000041,-1.7577353777777116,-73.7073231111105,140.1929169777793
2.939,-1.6573588559999997,-1.7647047099999993,-2.1444590740000002,-4.722972052000005,-20.882896881999827,67.58319080000042,-1.7591433999999335,-73.69228299999938,140.16625280000153
2.94,-1.6576184888888887,-1.7648871111111109,-2.1437806222222227,-4.720318755555562,-20.87251342222205,67.56261333333376,-1.7605511111110452,-73.67724444444383,140.13959111111262
2.941,-1.6578777715555546,-1.765068754444444,-2.1431020695555563,-4.717666060888893,-20.86213235755539,67.54203880000041,-1.761958511111045,-73.66220744444382,140.11293191111264
2.942,-1.658136704,-1.76524964,-2.142423416,-4.7150139680000045,-20.851753687999825,67.52146720000042,-1.7633655999999345,-73.64717199999939,140.08627520000152
2.943,-1.658395286222222,-1.765429767777777,-2.141744661555556,-4.712362476888893,-20.841377413555385,67.50089853333374,-1.764772377777712,-73.63213811111049,140.0596209777793
2.944,-1.6586535182222217,-1.7656091377777772,-2.1410658062222225,-4.70971158755556,-20.831003534222056,67.48033280000043,-1.7661788444443793,-73.61710577777716,140.03296924444595
2.945,-1.6589114,-1.7657877499999994,-2.1403868500000005,-4.7070613000000066,-20.820632049999837,67.45977000000042,-1.7675849999999338,-73.60207499999939,140.00632000000152
2.946,-1.6591689315555551,-1.7659656044444438,-2.1397077928888892,-4.704411614222225,-20.810262960888714,67.43921013333375,-1.768990844444379,-73.58704577777715,139.97967324444596
2.947,-1.6594261128888883,-1.7661427011111113,-2.1390286348888896,-4.7017625302222275,-20.799896266888716,67.4186532000004,-1.770396377777713,-73.5720181111105,139.9530289777793
2.948,-1.6596829439999996,-1.766319039999999,-2.1383493760000007,-4.699114048000004,-20.789531967999828,67.39809920000042,-1.7718015999999341,-73.55699199999938,139.9263872000015
2.949,-1.6599394248888881,-1.7664946211111103,-2.1376700162222226,-4.6964661675555615,-20.779170064222058,67.37754813333375,-1.773206511111045,-73.54196744444383,139.89974791111263
2.95,-1.6601955555555552,-1.7666694444444437,-2.136990555555556,-4.693818888888893,-20.768810555555383,67.3570000000004,-1.7746111111110459,-73.52694444444381,139.87311111111262
2.951,-1.6604513359999995,-1.7668435099999993,-2.1363109940000005,-4.691172212000005,-20.758453441999826,67.33645480000041,-1.7760153999999337,-73.51192299999938,139.8464768000015
2.952,-1.660706766222222,-1.7670168177777774,-2.1356313315555564,-4.688526136888894,-20.748098723555387,67.31591253333374,-1.7774193777777114,-73.4969031111105,139.8198449777793
2.953,-1.6609618462222215,-1.7671893677777777,-2.134951568222223,-4.68588066355556,-20.737746400222058,67.29537320000043,-1.7788230444443789,-73.48188477777717,139.79321564444595
2.954,-1.6612165759999997,-1.76736116,-2.1342717040000005,-4.683235792000005,-20.727396471999825,67.2748368000004,-1.7802263999999344,-73.46686799999938,139.7665888000015
2.955,-1.6614709555555551,-1.7675321944444438,-2.1335917388888896,-4.680591522222226,-20.717048938888716,67.25430333333375,-1.7816294444443788,-73.45185277777716,139.73996444444595
2.956,-1.6617249848888882,-1.7677024711111105,-2.1329116728888895,-4.677947854222227,-20.706703800888725,67.23377280000041,-1.783032177777713,-73.43683911111049,139.7133425777793
2.957,-1.6619786639999998,-1.7678719899999997,-2.1322315060000006,-4.675304788000005,-20.69636105799983,67.21324520000043,-1.7844345999999343,-73.42182699999938,139.6867232000015
2.958,-1.6622319928888887,-1.7680407511111107,-2.131551238222223,-4.67266232355556,-20.686020710222046,67.19272053333374,-1.7858367111110454,-73.40681644444382,139.66010631111263
2.959,-1.6624849715555552,-1.7682087544444443,-2.1308708695555563,-4.670020460888894,-20.675682757555386,67.1721988000004,-1.7872385111110454,-73.39180744444383,139.63349191111263
2.96,-1.6627375999999998,-1.768375999999999,-2.1301904000000005,-4.6673792000000045,-20.665347199999836,67.15168000000041,-1.7886399999999343,-73.37679999999938,139.60688000000152
2.961,-1.6629898782222217,-1.7685424877777773,-2.1295098295555563,-4.664738540888894,-20.655014037555382,67.13116413333374,-1.790041177777712,-73.3617941111105,139.5802705777793
2.962,-1.6632418062222216,-1.7687082177777769,-2.1288291582222225,-4.66209848355556,-20.644683270222053,67.1106512000004,-1.7914420444443797,-73.34678977777716,139.55366364444598
2.963,-1.6634933839999997,-1.7688731899999994,-2.1281483860000003,-4.659459028000006,-20.634354897999835,67.0901412000004,-1.7928425999999344,-73.33178699999938,139.5270592000015
2.964,-1.663744611555555,-1.7690374044444437,-2.1274675128888894,-4.6568201742222275,-20.624028920888726,67.06963413333375,-1.794242844444379,-73.31678577777717,139.50045724444595
2.965,-1.6639954888888884,-1.76920086111111,-2.1267865388888896,-4.654181922222227,-20.61370533888872,67.04913000000042,-1.7956427777777124,-73.30178611111049,139.4738577777793
2.966,-1.6642460159999999,-1.769363559999999,-2.126105464,-4.651544272000004,-20.603384151999826,67.02862880000042,-1.7970423999999348,-73.28678799999938,139.44726080000152
